,ATM,Total,OK,criticidad
7083,E520,878020.0,OK,
7084,A011,1982300.0,OK,
7085,A012,1238000.0,OK,
7086,A013,1299800.0,OK,
7087,0821,1080440.0,OK,
7088,6616,983980.0,OK,
7089,E863,986320.0,OK,
7090,0114,1077000.0,OK,
7091,0116,1539700.0,OK,
7092,4509,1435660.0,OK,
7093,4510,1394120.0,OK,
7094,9575,623900.0,OK,
7095,B767,1137400.0,OK,
7096,B768,1479600.0,OK,
7097,2737,623740.0,OK,
7098,D890,785740.0,OK,
7099,D891,913380.0,OK,
7100,E789,501740.0,OK,
7101,4310,1152000.0,OK,
7102,4317,1792100.0,OK,
7103,5437,1232520.0,OK,
7104,5735,970580.0,OK,
7105,7704,826660.0,OK,
7106,7707,690540.0,OK,
7107,1356,918600.0,OK,
7108,C317,1298100.0,OK,
7109,C318,1119300.0,OK,
7110,C319,513200.0,Fail,
7111,E087,916320.0,OK,
7112,E088,681080.0,OK,
7113,2032,1242900.0,OK,
7114,2033,1337000.0,OK,
7115,7445,1450600.0,OK,
7116,7461,1432960.0,OK,
7117,2431,1110400.0,OK,
7118,5231,1215300.0,OK,
7119,6801,1426800.0,OK,
7120,4143,394460.0,Fail,
7121,6811,700980.0,OK,
7122,6812,595980.0,OK,
7123,0963,1645500.0,OK,
7124,2440,1036300.0,OK,
7125,7572,624080.0,OK,
7126,E124,1190700.0,OK,
7127,E125,880280.0,OK,
7128,E126,822960.0,OK,
7129,A394,1146500.0,OK,
7130,A395,598700.0,OK,
7131,A396,1096800.0,OK,
7132,5847,501120.0,Fail,
7133,B962,692500.0,OK,
7134,D094,763320.0,OK,
7135,8726,336200.0,Fail,
7136,8727,731600.0,OK,
7137,8806,809760.0,OK,
7138,D223,687240.0,OK,
7139,D224,959220.0,OK,
7140,1703,1920000.0,OK,
7141,1708,1105600.0,OK,
7142,4584,943180.0,OK,
7143,4593,896060.0,OK,
7144,7590,984240.0,OK,
7145,B829,1942900.0,OK,
7146,8752,982850.0,OK,
7147,B733,674980.0,OK,
7148,D929,890550.0,OK,
7149,D930,895900.0,OK,
7150,8134,933300.0,OK,
7151,8138,1049900.0,OK,
7152,8139,1159200.0,OK,
7153,8140,1537000.0,OK,
7154,8144,1055000.0,OK,
7155,8145,36000.0,Fail,C
7156,6070,430160.0,Fail,
7157,6071,409900.0,Fail,
7158,6072,438920.0,Fail,
7159,A351,1028400.0,OK,
7160,A353,1373200.0,OK,
7161,A354,1553100.0,OK,
7162,A355,691600.0,OK,
7163,5465,597140.0,OK,
7164,B973,774600.0,OK,
7165,D074,811420.0,OK,
7166,D075,1051280.0,OK,
7167,C460,1085500.0,OK,
7168,C461,1072800.0,OK,
7169,9926,518940.0,OK,
7170,E183,1044240.0,OK,
7171,E184,726160.0,OK,
7172,C688,1957100.0,OK,
7173,C689,1961600.0,OK,
7174,1251,705360.0,OK,
7175,E362,785900.0,OK,
7176,8107,1712000.0,OK,
7177,8109,1348300.0,OK,
7178,8110,1151700.0,OK,
7179,3214,414300.0,Fail,
7180,6913,573160.0,OK,
7181,6916,765520.0,OK,
7182,8112,1636500.0,OK,
7183,8113,230300.0,Fail,
7184,6919,1244740.0,OK,
7185,6921,354640.0,Fail,
7186,C976,548600.0,OK,
7187,C995,1999900.0,OK,
7188,C996,563500.0,Fail,
7189,5665,462980.0,Fail,
7190,E521,728540.0,OK,
7191,0525,1860000.0,OK,
7192,0527,1084100.0,OK,
7193,C040,1009160.0,OK,
7194,E618,363060.0,Fail,
7195,C320,1796300.0,OK,
7196,C321,1521900.0,OK,
7197,C322,938800.0,OK,
7198,3873,582600.0,OK,
7199,C515,1028600.0,OK,
7200,E089,659560.0,OK,
7201,E090,769800.0,OK,
7202,C325,1271200.0,OK,
7203,C326,1744400.0,OK,
7204,1669,506220.0,OK,
7205,3585,570960.0,OK,
7206,9087,507940.0,OK,
7207,E091,693640.0,OK,
7208,0177,473700.0,Fail,
7209,5271,960000.0,OK,
7210,6683,411400.0,Fail,
7211,5952,279660.0,Fail,
7212,6685,509960.0,Fail,
7213,0540,1947400.0,OK,
7214,0542,1416900.0,OK,
7215,5556,551000.0,OK,
7216,E619,979000.0,OK,
7217,E620,580280.0,OK,
7218,2482,1810300.0,OK,
7219,2483,2113600.0,OK,
7220,2484,1381600.0,OK,
7221,2525,828600.0,OK,
7222,D680,916980.0,OK,
7223,D681,1032600.0,OK,
7224,8143,1864400.0,OK,
7225,6933,541240.0,OK,
7226,C336,488880.0,OK,
7227,9151,1386300.0,OK,
7228,6943,1021320.0,OK,
7229,6945,619800.0,OK,
7230,7832,1209160.0,OK,
7231,9289,731340.0,OK,
7232,C998,457300.0,Fail,
7233,C121,534160.0,OK,
7234,E522,705160.0,OK,
7235,E523,962580.0,OK,
7236,E887,578960.0,OK,
7237,3108,1302500.0,OK,
7238,4791,871440.0,OK,
7239,7481,1003900.0,OK,
7240,7487,1027780.0,OK,
7241,B726,641080.0,OK,
7242,1022,989800.0,OK,
7243,1024,1116000.0,OK,
7244,1028,1215500.0,OK,
7245,4653,414420.0,OK,
7246,4654,603080.0,OK,
7247,6316,1146600.0,OK,
7248,C135,745920.0,OK,
7249,B331,1919700.0,OK,
7250,4221,757740.0,OK,
7251,6547,793940.0,OK,
7252,8694,701000.0,OK,
7253,E107,647900.0,OK,
7254,C067,654400.0,OK,
7255,C068,594100.0,OK,
7256,7780,744520.0,OK,
7257,D729,1124980.0,OK,
7258,D730,836620.0,OK,
7259,3992,7000.0,Fail,C
7260,3993,656100.0,OK,
7261,7608,1140180.0,OK,
7262,7617,378720.0,OK,
7263,1054,1049700.0,OK,
7264,4281,1137000.0,OK,
7265,E753,760800.0,OK,
7266,E754,740260.0,OK,
7267,A063,861800.0,OK,
7268,A065,1719300.0,OK,
7269,C999,870100.0,OK,
7270,E315,1244800.0,OK,
7271,E524,796520.0,OK,
7272,E525,967360.0,OK,
7273,C330,1216700.0,OK,
7274,C331,456100.0,Fail,
7275,5498,550960.0,OK,
7276,E094,629120.0,OK,
7277,E095,1225960.0,OK,
7278,4427,1414500.0,OK,
7279,4428,1255200.0,OK,
7280,4429,1291600.0,OK,
7281,4835,519120.0,OK,
7282,4848,682520.0,OK,
7283,4850,716800.0,OK,
7284,C334,1208200.0,OK,
7285,C335,1254900.0,OK,
7286,8316,296840.0,Fail,
7287,E096,793660.0,OK,
7288,E097,457700.0,OK,
7289,3801,1470200.0,OK,
7290,3109,679140.0,OK,
7291,6831,1009280.0,OK,
7292,6832,863650.0,OK,
7293,6944,1378750.0,OK,
7294,C528,1209880.0,OK,
7295,9008,1573200.0,OK,
7296,6370,327960.0,Fail,
7297,6371,441460.0,OK,
7298,5356,1243300.0,OK,
7299,7318,1336800.0,OK,
7300,7335,967460.0,OK,
7301,7336,1401260.0,OK,
7302,8695,824120.0,OK,
7303,3196,955800.0,OK,
7304,3197,1652600.0,OK,
7305,0008,521040.0,OK,
7306,6434,898840.0,OK,
7307,6435,784320.0,OK,
7308,6436,799880.0,OK,
7309,0545,2081600.0,OK,
7310,0208,418300.0,Fail,
7311,C009,502660.0,OK,
7312,E621,1291080.0,OK,
7313,C070,1968000.0,OK,
7314,C071,1834700.0,OK,
7315,C072,750950.0,OK,
7316,D731,867020.0,OK,
7317,D732,668820.0,OK,
7318,A067,940000.0,OK,
7319,A068,1859800.0,OK,
7320,3375,342500.0,Fail,
7321,C450,1132660.0,OK,
7322,E526,732060.0,OK,
7323,2927,706520.0,OK,
7324,7870,983820.0,OK,
7325,E098,345760.0,Fail,
7326,E099,794480.0,OK,
7327,C004,1630600.0,OK,
7328,A442,443000.0,Fail,
7329,D682,339660.0,Fail,
7330,8146,1144200.0,OK,
7331,8151,1616200.0,OK,
7332,6073,658160.0,OK,
7333,E882,1226220.0,OK,
7334,0336,1243700.0,OK,
7335,0344,1331400.0,OK,
7336,0354,1094500.0,OK,
7337,4490,1334200.0,OK,
7338,4232,93300.0,Fail,C
7339,6455,418000.0,Fail,
7340,6456,448620.0,Fail,
7341,A279,1880800.0,OK,
7342,A280,1314700.0,OK,
7343,A281,1055800.0,OK,
7344,A282,1167500.0,OK,
7345,C212,1042220.0,OK,
7346,D038,1109960.0,OK,
7347,D039,1043940.0,OK,
7348,A069,1839200.0,OK,
7349,A072,1508900.0,OK,
7350,8761,578340.0,OK,
7351,E527,693240.0,OK,
7352,2535,1086900.0,OK,
7353,0865,1523600.0,OK,
7354,0915,1725200.0,OK,
7355,4927,1352240.0,OK,
7356,4995,374340.0,Fail,
7357,9065,1024320.0,OK,
7358,1605,1281600.0,OK,
7359,2721,1588900.0,OK,
7360,A298,1032200.0,OK,
7361,4399,870580.0,OK,
7362,5900,871600.0,OK,
7363,D156,1181040.0,OK,
7364,D157,417640.0,OK,
7365,9010,1133300.0,OK,
7366,9011,970300.0,OK,
7367,6372,584000.0,OK,
7368,6374,778020.0,OK,
7369,6375,774440.0,OK,
7370,B681,609700.0,OK,
7371,D578,382100.0,Fail,
7372,0314,670500.0,OK,
7373,1169,1644900.0,OK,
7374,6772,576940.0,OK,
7375,B731,503160.0,OK,
7376,0227,1869400.0,OK,
7377,0228,1951900.0,OK,
7378,6818,1106240.0,OK,
7379,6823,514600.0,OK,
7380,A216,720360.0,OK,
7381,8010,1139000.0,OK,
7382,D852,555500.0,OK,
7383,8829,333000.0,Fail,
7384,8833,273280.0,Fail,
7385,B816,1201580.0,OK,
7386,C340,842600.0,OK,
7387,C341,1380900.0,OK,
7388,C342,177800.0,Fail,
7389,5612,468260.0,Fail,
7390,E100,1152540.0,OK,
7391,E101,515680.0,OK,
7392,0646,1401700.0,OK,
7393,0647,1836900.0,OK,
7394,0651,772800.0,OK,
7395,7873,1136920.0,OK,
7396,7892,831900.0,OK,
7397,C005,1103600.0,OK,
7398,C006,1350000.0,OK,
7399,5677,1072200.0,OK,
7400,D683,765420.0,OK,
7401,D684,830680.0,OK,
7402,0109,1662100.0,OK,
7403,0560,1617300.0,OK,
7404,1197,596520.0,OK,
7405,9820,657160.0,OK,
7406,E622,1335960.0,OK,
7407,E623,0.0,Fail,C
7408,C343,1389000.0,OK,
7409,C344,1197500.0,OK,
7410,C345,286700.0,Fail,
7411,3258,1341120.0,OK,
7412,8921,344400.0,Fail,
7413,8928,1380620.0,OK,
7414,E102,1268360.0,OK,
7415,E103,834160.0,OK,
7416,9809,1499100.0,OK,
7417,C612,1095140.0,OK,
7418,C613,1123540.0,OK,
7419,B900,1974000.0,OK,
7420,B901,2234900.0,OK,
7421,B099,878540.0,OK,
7422,D964,1915600.0,OK,
7423,B314,1125400.0,OK,
7424,B315,1103800.0,OK,
7425,B316,398100.0,Fail,
7426,B317,750100.0,OK,
7427,B318,495450.0,Fail,
7428,B319,542600.0,Fail,
7429,D503,528900.0,OK,
7430,D504,699200.0,OK,
7431,D505,558540.0,OK,
7432,D506,881480.0,OK,
7433,D507,470820.0,Fail,
7434,2786,982800.0,OK,
7435,4580,1388600.0,OK,
7436,9016,1644300.0,OK,
7437,9021,833400.0,OK,
7438,5589,455220.0,Fail,
7439,6376,525060.0,OK,
7440,6377,920360.0,OK,
7441,A652,1254260.0,OK,
7442,A653,818300.0,OK,
7443,1935,1449400.0,OK,
7444,6040,661080.0,OK,
7445,6041,1034520.0,OK,
7446,C069,971580.0,OK,
7447,B320,973900.0,OK,
7448,B321,1988900.0,OK,
7449,B322,1130600.0,OK,
7450,B323,970600.0,OK,
7451,B324,1975000.0,OK,
7452,D508,850220.0,OK,
7453,D509,991220.0,OK,
7454,D510,1035360.0,OK,
7455,D511,629300.0,OK,
7456,4692,994500.0,OK,
7457,4693,1510400.0,OK,
7458,7344,1719000.0,OK,
7459,7351,983500.0,OK,
7460,2722,692200.0,OK,
7461,2723,704980.0,OK,
7462,D165,887580.0,OK,
7463,C692,1880900.0,OK,
7464,6012,566180.0,OK,
7465,E363,1308900.0,OK,
7466,E364,1204780.0,OK,
7467,2556,1016900.0,OK,
7468,2560,603200.0,OK,
7469,2564,1929700.0,OK,
7470,2561,659760.0,OK,
7471,2562,890440.0,OK,
7472,0566,1994700.0,OK,
7473,0574,1987000.0,OK,
7474,0577,2026900.0,OK,
7475,8158,870200.0,OK,
7476,5560,1109080.0,OK,
7477,E624,722880.0,OK,
7478,E625,536700.0,OK,
7479,2043,999000.0,OK,
7480,2047,1764400.0,OK,
7481,2705,2081300.0,OK,
7482,5577,989500.0,OK,
7483,7516,924760.0,OK,
7484,7518,395760.0,Fail,
7485,B326,1319700.0,OK,
7486,B327,1743500.0,OK,
7487,B328,1098600.0,OK,
7488,8715,499480.0,Fail,
7489,A967,326860.0,Fail,
7490,D512,768460.0,OK,
7491,8170,544700.0,Fail,
7492,8176,2099600.0,OK,
7493,8179,2015500.0,OK,
7494,4421,580500.0,OK,
7495,6947,793060.0,OK,
7496,6953,661280.0,OK,
7497,9060,1044980.0,OK,
7498,C693,1278600.0,OK,
7499,C694,1148200.0,OK,
7500,4179,837500.0,OK,
7501,E365,280020.0,Fail,
7502,E366,328280.0,Fail,
7503,E911,1238940.0,OK,
7504,4130,2143300.0,OK,
7505,4135,317200.0,Fail,
7506,5569,835220.0,OK,
7507,7695,616940.0,OK,
7508,C007,1223600.0,OK,
7509,C008,1511100.0,OK,
7510,A575,145340.0,Fail,
7511,D685,395700.0,Fail,
7512,D686,544180.0,OK,
7513,5297,1797000.0,OK,
7514,5298,1831800.0,OK,
7515,4989,1069840.0,OK,
7516,9340,1293200.0,OK,
7517,4990,771040.0,OK,
7518,4991,965000.0,OK,
7519,E934,354560.0,Fail,
7520,A073,1414500.0,OK,
7521,A075,1134600.0,OK,
7522,A076,1274300.0,OK,
7523,3024,89200.0,Fail,C
7524,4611,655660.0,OK,
7525,E528,392800.0,Fail,
7526,E529,799880.0,OK,
7527,C695,1547800.0,OK,
7528,C696,1513700.0,OK,
7529,C697,1436000.0,OK,
7530,C698,2041000.0,OK,
7531,4078,860960.0,OK,
7532,E367,461260.0,Fail,
7533,E368,453540.0,Fail,
7534,0327,1050300.0,OK,
7535,1429,2174800.0,OK,
7536,1451,1845900.0,OK,
7537,1462,1732200.0,OK,
7538,1464,1676100.0,OK,
7539,4893,858780.0,OK,
7540,4896,822060.0,OK,
7541,4900,579380.0,OK,
7542,E444,1312680.0,OK,
7543,5092,1329900.0,OK,
7544,9173,1488900.0,OK,
7545,9174,1674600.0,OK,
7546,6957,646460.0,OK,
7547,6967,761140.0,OK,
7548,6969,736580.0,OK,
7549,B329,1169200.0,OK,
7550,B330,1734300.0,OK,
7551,3376,650600.0,OK,
7552,D514,1137220.0,OK,
7553,D515,498960.0,Fail,
7554,8768,706000.0,OK,
7555,8822,1359100.0,OK,
7556,D225,830780.0,OK,
7557,D226,699120.0,OK,
7558,A262,1979000.0,OK,
7559,C747,2240200.0,OK,
7560,C748,2000600.0,OK,
7561,C749,2018300.0,OK,
7562,C750,1760000.0,OK,
7563,C751,1503200.0,OK,
7564,C752,1175300.0,OK,
7565,C753,638700.0,OK,
7566,C754,737100.0,OK,
7567,E401,608340.0,OK,
7568,E402,630840.0,OK,
7569,E403,539380.0,OK,
7570,E404,567020.0,OK,
7571,A084,1665900.0,OK,
7572,E530,569240.0,OK,
7573,E603,501900.0,Fail,
7574,9023,1105500.0,OK,
7575,9024,1263800.0,OK,
7576,9034,1359800.0,OK,
7577,5525,1077140.0,OK,
7578,6378,977680.0,OK,
7579,6379,797460.0,OK,
7580,1093,1881300.0,OK,
7581,1096,1538600.0,OK,
7582,1097,1697700.0,OK,
7583,7805,529920.0,OK,
7584,E756,733320.0,OK,
7585,E757,622420.0,OK,
7586,2052,1836800.0,OK,
7587,2055,1961200.0,OK,
7588,2059,2047800.0,OK,
7589,2061,1684300.0,OK,
7590,2064,1710300.0,OK,
7591,2065,1662500.0,OK,
7592,4180,425880.0,Fail,
7593,7528,641720.0,OK,
7594,7529,467180.0,Fail,
7595,7533,552640.0,OK,
7596,A086,1565400.0,OK,
7597,A089,956600.0,OK,
7598,A092,1061700.0,OK,
7599,4237,1178500.0,OK,
7600,E531,503440.0,Fail,
7601,E532,490180.0,OK,
7602,C083,222900.0,Fail,
7603,C084,1865700.0,OK,
7604,C085,1895800.0,OK,
7605,C086,1869700.0,OK,
7606,C087,1274900.0,OK,
7607,3126,744400.0,OK,
7608,D745,916380.0,OK,
7609,D746,419800.0,OK,
7610,D747,831480.0,OK,
7611,0588,1545000.0,OK,
7612,0592,1774200.0,OK,
7613,4783,1003560.0,OK,
7614,A998,757320.0,OK,
7615,E626,1095760.0,OK,
7616,C699,1590000.0,OK,
7617,4785,904720.0,OK,
7618,B917,302780.0,Fail,
7619,E370,514660.0,OK,
7620,C701,950000.0,OK,
7621,4741,816660.0,OK,
7622,C775,782560.0,OK,
7623,E371,890700.0,OK,
7624,C703,1340100.0,OK,
7625,C704,1335000.0,OK,
7626,5557,585460.0,OK,
7627,E372,690860.0,OK,
7628,A098,1870000.0,OK,
7629,A099,1676300.0,OK,
7630,D090,360800.0,Fail,
7631,E533,1263840.0,OK,
7632,E534,885620.0,OK,
7633,2073,1285700.0,OK,
7634,2089,853600.0,OK,
7635,7534,318540.0,Fail,
7636,7541,366020.0,Fail,
7637,7542,478240.0,Fail,
7638,8905,310300.0,Fail,
7639,C276,501940.0,Fail,
7640,1092,500500.0,Fail,
7641,1156,1211300.0,OK,
7642,3122,884000.0,OK,
7643,7046,441080.0,Fail,
7644,7047,488660.0,Fail,
7645,0089,1767800.0,OK,
7646,1033,822100.0,OK,
7647,2098,1622500.0,OK,
7648,7545,1005660.0,OK,
7649,7546,1056860.0,OK,
7650,C347,1163700.0,OK,
7651,C348,1305100.0,OK,
7652,9866,466660.0,Fail,
7653,E104,454680.0,Fail,
7654,0421,1517000.0,OK,
7655,0422,1194000.0,OK,
7656,5738,755000.0,OK,
7657,6729,315620.0,Fail,
7658,6746,283820.0,Fail,
7659,2917,423000.0,Fail,
7660,C349,1025400.0,OK,
7661,C351,646100.0,OK,
7662,3749,821900.0,OK,
7663,5562,600480.0,OK,
7664,B588,503920.0,Fail,
7665,E105,775560.0,OK,
7666,E106,622100.0,OK,
7667,C463,1851000.0,OK,
7668,6618,580400.0,OK,
7669,C827,746100.0,OK,
7670,E185,1317640.0,OK,
7671,E186,1276140.0,OK,
7672,3182,1464300.0,OK,
7673,4404,1087900.0,OK,
7674,4408,630900.0,OK,
7675,4814,365000.0,Fail,
7676,4815,392340.0,Fail,
7677,1099,739800.0,OK,
7678,1105,1555900.0,OK,
7679,1114,831500.0,OK,
7680,1777,625000.0,OK,
7681,5723,539000.0,OK,
7682,E758,749940.0,OK,
7683,E759,454360.0,Fail,
7684,0600,952000.0,OK,
7685,0602,1420600.0,OK,
7686,4277,1053160.0,OK,
7687,E627,677480.0,OK,
7688,E628,600300.0,OK,
7689,9506,1679400.0,OK,
7690,8861,932160.0,OK,
7691,C849,209880.0,Fail,
7692,C179,1278600.0,OK,
7693,4198,484840.0,OK,
7694,E844,634480.0,OK,
7695,C355,1981400.0,OK,
7696,C356,293000.0,Fail,
7697,C357,561500.0,Fail,
7698,E109,520800.0,OK,
7699,E110,366020.0,Fail,
7700,B589,1326900.0,OK,
7701,B590,858900.0,OK,
7702,B591,1281700.0,OK,
7703,6557,1136100.0,OK,
7704,D823,997440.0,OK,
7705,D824,1234660.0,OK,
7706,5273,317200.0,Fail,
7707,5275,1403100.0,OK,
7708,4837,944920.0,OK,
7709,1115,1020300.0,OK,
7710,1123,1871800.0,OK,
7711,1126,778800.0,OK,
7712,2667,1196500.0,OK,
7713,4498,285000.0,Fail,
7714,4508,37100.0,Fail,C
7715,4511,322300.0,Fail,
7716,4076,511380.0,OK,
7717,9134,671100.0,OK,
7718,E760,645980.0,OK,
7719,E761,601580.0,OK,
7720,1076,1972500.0,OK,
7721,4545,840580.0,OK,
7722,5504,789880.0,OK,
7723,7567,1057100.0,OK,
7724,7576,1050180.0,OK,
7725,E915,424640.0,Fail,
7726,C361,938300.0,OK,
7727,C362,1699900.0,OK,
7728,C363,486100.0,Fail,
7729,5399,909900.0,OK,
7730,E113,607580.0,OK,
7731,E114,900680.0,OK,
7732,B277,1056700.0,OK,
7733,B300,1021300.0,OK,
7734,B301,1590400.0,OK,
7735,7577,441920.0,OK,
7736,7587,314540.0,Fail,
7737,1194,1012800.0,OK,
7738,4747,783900.0,OK,
7739,2716,1138100.0,OK,
7740,2728,1771100.0,OK,
7741,2729,1510600.0,OK,
7742,3265,718100.0,OK,
7743,5516,752840.0,OK,
7744,7592,943020.0,OK,
7745,7593,997240.0,OK,
7746,0362,1935400.0,OK,
7747,A546,1244400.0,OK,
7748,A554,1074200.0,OK,
7749,A618,1049000.0,OK,
7750,6256,0.0,Fail,C
7751,6257,678160.0,OK,
7752,B664,2124400.0,OK,
7753,2954,1001560.0,OK,
7754,4801,778000.0,OK,
7755,7598,1211450.0,OK,
7756,8190,1067900.0,OK,
7757,8191,1249900.0,OK,
7758,6975,546460.0,OK,
7759,9509,904100.0,OK,
7760,1128,1100000.0,OK,
7761,E762,1149900.0,OK,
7762,E763,1329900.0,OK,
7763,E764,1159120.0,OK,
7764,C465,1579900.0,OK,
7765,C466,723600.0,OK,
7766,C467,1489600.0,OK,
7767,E187,1222600.0,OK,
7768,E188,1259420.0,OK,
7769,2745,1322700.0,OK,
7770,2748,1220300.0,OK,
7771,2753,664300.0,OK,
7772,E852,272720.0,Fail,
7773,E853,686420.0,OK,
7774,0294,1468900.0,OK,
7775,0317,1708200.0,OK,
7776,0358,1408800.0,OK,
7777,6863,1207220.0,OK,
7778,6891,1358340.0,OK,
7779,4453,957300.0,OK,
7780,4454,1273600.0,OK,
7781,4820,609100.0,OK,
7782,8044,1281700.0,OK,
7783,8049,1397100.0,OK,
7784,7613,474680.0,Fail,
7785,7616,719920.0,OK,
7786,8087,403200.0,Fail,
7787,8098,1214900.0,OK,
7788,8793,873460.0,OK,
7789,8795,262980.0,Fail,
7790,8818,876580.0,OK,
7791,3437,1447700.0,OK,
7792,3444,1194700.0,OK,
7793,A349,305500.0,Fail,
7794,A398,409900.0,Fail,
7795,3281,1841100.0,OK,
7796,3283,1393500.0,OK,
7797,3290,1408800.0,OK,
7798,1601,963280.0,OK,
7799,6540,1454860.0,OK,
7800,6548,1427700.0,OK,
7801,6552,676920.0,OK,
7802,0798,1426400.0,OK,
7803,0927,987920.0,OK,
7804,0996,357180.0,Fail,
7805,5488,1338740.0,OK,
7806,8152,0.0,Fail,C
7807,8173,969200.0,OK,
7808,8802,800680.0,OK,
7809,8805,686600.0,OK,
7810,A040,2131800.0,OK,
7811,A049,1010000.0,OK,
7812,A050,540400.0,OK,
7813,A057,627980.0,OK,
7814,A108,1888300.0,OK,
7815,B177,1987900.0,OK,
7816,6258,1058700.0,OK,
7817,6259,424260.0,OK,
7818,3994,986100.0,OK,
7819,7737,999540.0,OK,
7820,7748,1206860.0,OK,
7821,9455,1030720.0,OK,
7822,1379,621500.0,OK,
7823,1388,1564900.0,OK,
7824,1395,1312900.0,OK,
7825,1416,1482600.0,OK,
7826,7202,740840.0,OK,
7827,7205,910440.0,OK,
7828,7222,633900.0,OK,
7829,B334,840300.0,OK,
7830,B335,912300.0,OK,
7831,5759,570580.0,OK,
7832,D516,287180.0,Fail,
7833,D517,1040760.0,OK,
7834,8070,956700.0,OK,
7835,8073,1651200.0,OK,
7836,3327,755580.0,OK,
7837,7794,800980.0,OK,
7838,7795,544240.0,OK,
7839,B611,1148600.0,OK,
7840,B612,1620600.0,OK,
7841,B613,1580700.0,OK,
7842,B614,1269750.0,OK,
7843,8749,496420.0,Fail,
7844,D960,522060.0,OK,
7845,D961,739540.0,OK,
7846,0319,1717800.0,OK,
7847,C705,1500800.0,OK,
7848,C706,1204200.0,OK,
7849,C707,1105500.0,OK,
7850,C708,1573700.0,OK,
7851,E252,618240.0,OK,
7852,E373,919020.0,OK,
7853,E374,801500.0,OK,
7854,E375,646980.0,OK,
7855,9461,1587500.0,OK,
7856,9463,774700.0,OK,
7857,8810,1090760.0,OK,
7858,8812,767520.0,OK,
7859,B593,763200.0,OK,
7860,B594,1079600.0,OK,
7861,B595,1620100.0,OK,
7862,B596,689000.0,OK,
7863,B597,1636800.0,OK,
7864,B598,742750.0,OK,
7865,B599,1812200.0,OK,
7866,7028,591000.0,OK,
7867,D825,787420.0,OK,
7868,D826,745080.0,OK,
7869,D952,785820.0,OK,
7870,D953,886920.0,OK,
7871,D954,870420.0,OK,
7872,D955,819340.0,OK,
7873,D956,778480.0,OK,
7874,A104,987700.0,OK,
7875,A107,1469800.0,OK,
7876,B524,974480.0,OK,
7877,E535,763820.0,OK,
7878,E536,747300.0,OK,
7879,E914,1060720.0,OK,
7880,C364,1218600.0,OK,
7881,C365,1644400.0,OK,
7882,C366,844500.0,OK,
7883,E115,598540.0,OK,
7884,E116,1207680.0,OK,
7885,1788,943900.0,OK,
7886,1834,1858000.0,OK,
7887,1855,809500.0,OK,
7888,2333,1111640.0,OK,
7889,7416,0.0,Fail,C
7890,7421,893440.0,OK,
7891,0680,1069700.0,OK,
7892,2311,1678500.0,OK,
7893,2312,812000.0,OK,
7894,2313,1626900.0,OK,
7895,7375,606820.0,OK,
7896,8821,866100.0,OK,
7897,8825,684280.0,OK,
7898,8840,1189120.0,OK,
7899,9202,1380800.0,OK,
7900,9206,1433200.0,OK,
7901,6977,814000.0,OK,
7902,6979,887020.0,OK,
7903,6988,677900.0,OK,
7904,B375,1003300.0,OK,
7905,D613,894640.0,OK,
7906,2672,684500.0,OK,
7907,2802,1685700.0,OK,
7908,2953,735600.0,OK,
7909,3075,1001600.0,OK,
7910,4200,1584900.0,OK,
7911,2700,512550.0,OK,
7912,3143,1253700.0,OK,
7913,3159,545480.0,OK,
7914,3271,1046040.0,OK,
7915,0605,1771600.0,OK,
7916,0608,1487000.0,OK,
7917,0609,1589700.0,OK,
7918,C496,558600.0,OK,
7919,E629,743280.0,OK,
7920,E630,822460.0,OK,
7921,1138,908100.0,OK,
7922,1143,1354100.0,OK,
7923,2976,1375200.0,OK,
7924,D921,1048460.0,OK,
7925,E768,1379500.0,OK,
7926,E769,1207740.0,OK,
7927,5261,1997600.0,OK,
7928,5265,1608100.0,OK,
7929,4802,615440.0,OK,
7930,4823,655980.0,OK,
7931,6285,716300.0,OK,
7932,0626,1793400.0,OK,
7933,A783,1904700.0,OK,
7934,A784,1630000.0,OK,
7935,A785,1605400.0,OK,
7936,A786,1847200.0,OK,
7937,A787,1544500.0,OK,
7938,5511,518400.0,OK,
7939,D340,732300.0,OK,
7940,D341,668820.0,OK,
7941,D342,666260.0,OK,
7942,4668,1300600.0,OK,
7943,4884,1473000.0,OK,
7944,4901,1596900.0,OK,
7945,5042,1828600.0,OK,
7946,5070,1364200.0,OK,
7947,5452,754860.0,OK,
7948,D126,1178720.0,OK,
7949,D127,934300.0,OK,
7950,D128,953580.0,OK,
7951,1190,663300.0,OK,
7952,3243,1422800.0,OK,
7953,3244,1613200.0,OK,
7954,9402,857900.0,OK,
7955,A022,1416900.0,OK,
7956,6802,483400.0,OK,
7957,6804,639420.0,OK,
7958,6807,1304760.0,OK,
7959,5279,1768100.0,OK,
7960,5280,1559300.0,OK,
7961,5282,1335700.0,OK,
7962,5303,617960.0,OK,
7963,5305,875400.0,OK,
7964,5306,720280.0,OK,
7965,0237,1522000.0,OK,
7966,8317,1678800.0,OK,
7967,8320,401600.0,Fail,
7968,8327,1633700.0,OK,
7969,8696,375420.0,OK,
7970,8698,199260.0,Fail,
7971,A623,761160.0,OK,
7972,0619,913000.0,OK,
7973,0620,1651300.0,OK,
7974,4612,877780.0,OK,
7975,9933,805400.0,OK,
7976,E631,824460.0,OK,
7977,E632,1102960.0,OK,
7978,0621,1245800.0,OK,
7979,0623,1727100.0,OK,
